original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,attack,dataset,words,nr_perturbations,len_sentence,perturbation_percentage
"The [[food]] is cheap, but not a lot of meat on the sandwich. The fries on top of the sandwich were [[cold]] but the coleslaw on the sandwich was [[great]].","The [[diet]] is cheap, but not a lot of meat on the sandwich. The fries on top of the sandwich were [[chilly]] but the coleslaw on the sandwich was [[phenomenal]].",0.002388596534729,0.9971657991409302,0,1,0,647,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['The', '[[diet]]', 'is', 'cheap,', 'but', 'not', 'a', 'lot', 'of', 'meat', 'on', 'the', 'sandwich.', 'The', 'fries', 'on', 'top', 'of', 'the', 'sandwich', 'were', '[[chilly]]', 'but', 'the', 'coleslaw', 'on', 'the', 'sandwich', 'was', '[[phenomenal]].']",2,30,6.666666666666667
"[[Amazing]] sushi!  Only complaint was on one visit they brought my miso soup out after my rolls... it's typically a starter, so I'm thinking the waiter forgot about it.","[[Striking]] sushi!  Only complaint was on one visit they brought my miso soup out after my rolls... it's typically a starter, so I'm thinking the waiter forgot about it.",0.0001629590988159,0.6613487005233765,1,0,1,376,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Striking]]', 'sushi!', 'Only', 'complaint', 'was', 'on', 'one', 'visit', 'they', 'brought', 'my', 'miso', 'soup', 'out', 'after', 'my', 'rolls...', ""it's"", 'typically', 'a', 'starter,', 'so', ""I'm"", 'thinking', 'the', 'waiter', 'forgot', 'about', 'it.']",1,29,3.4482758620689653
[[Craving]] sushi? This is the place to go! The menu is [[insane]] and they have other food [[options]] as well!,[[Lust]] sushi? This is the place to go! The menu is [[lunatic]] and they have other food [[alternatives]] as well!,0.0001544952392578,0.9965832233428956,1,0,1,911,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Lust]]', 'sushi?', 'This', 'is', 'the', 'place', 'to', 'go!', 'The', 'menu', 'is', '[[lunatic]]', 'and', 'they', 'have', 'other', 'food', '[[alternatives]]', 'as', 'well!']",3,20,15.0
"If it weren't for Genna's I wouldn't be happily married.\nLove this [[bar]], held my husbands 40th birthday here.\nLove the [[Bunnies]] on Easter\nHoward is the [[best]] [[bartender]].\nGreat [[place]] to hang out for Halloween.\nReading the bathroom walls is always [[fun]].","If it weren't for Genna's I wouldn't be happily married.\nLove this [[solicitor]], held my husbands 40th birthday here.\nLove the [[Rabbits]] on Easter\nHoward is the [[higher]] [[waiter]].\nGreat [[placing]] to hang out for Halloween.\nReading the bathroom walls is always [[funny]].",0.0001469850540161,0.5596499443054199,1,0,1,1907,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['If', 'it', ""weren't"", 'for', ""Genna's"", 'I', ""wouldn't"", 'be', 'happily', 'married.\\nLove', 'this', '[[solicitor]],', 'held', 'my', 'husbands', '40th', 'birthday', 'here.\\nLove', 'the', '[[Rabbits]]', 'on', 'Easter\\nHoward', 'is', 'the', '[[higher]]', '[[waiter]].\\nGreat', '[[placing]]', 'to', 'hang', 'out', 'for', 'Halloween.\\nReading', 'the', 'bathroom', 'walls', 'is', 'always', '[[funny]].']",3,38,7.894736842105263
[[Fantastic]] breakfast. [[Crazy]] [[cute]] [[staff]]. Can't [[beat]] it.,[[Wonderful]] breakfast. [[Demented]] [[lovable]] [[employees]]. Can't [[defeats]] it.,0.0001468658447265,0.9939815402030944,1,0,1,1379,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Wonderful]]', 'breakfast.', '[[Demented]]', '[[lovable]]', '[[employees]].', ""Can't"", '[[defeats]]', 'it.']",4,8,50.0
"I had the California Burger. It was good but not excellent, and certainly not the best burger in Madison. I went with three other people and they [[agreed]]. We should have went to Five Guys.","I had the California Burger. It was good but not excellent, and certainly not the best burger in Madison. I went with three other people and they [[concurred]]. We should have went to Five Guys.",0.0533609390258789,0.8665003776550293,0,1,0,361,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['I', 'had', 'the', 'California', 'Burger.', 'It', 'was', 'good', 'but', 'not', 'excellent,', 'and', 'certainly', 'not', 'the', 'best', 'burger', 'in', 'Madison.', 'I', 'went', 'with', 'three', 'other', 'people', 'and', 'they', '[[concurred]].', 'We', 'should', 'have', 'went', 'to', 'Five', 'Guys.']",0,35,0.0
Great [[atmosphere]] reminiscent of an Irish Tavern with traditional Irish food nicely [[presented]] in good size [[portions]] at a moderate price,Great [[sentiment]] reminiscent of an Irish Tavern with traditional Irish food nicely [[lodged]] in good size [[chunks]] at a moderate price,0.0022039413452148,0.894963800907135,1,0,1,1020,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Great', '[[sentiment]]', 'reminiscent', 'of', 'an', 'Irish', 'Tavern', 'with', 'traditional', 'Irish', 'food', 'nicely', '[[lodged]]', 'in', 'good', 'size', '[[chunks]]', 'at', 'a', 'moderate', 'price']",3,21,14.285714285714285
"Cafe Momo has a great atmophere, and the food is [[delicious]].  [[Gourmet]] pizzas, baked brie, goat cheese [[nachos]] (!!), [[great]] soup, [[delicious]] desserts--all without [[pretense]].  It's not the place to go if you want [[something]] filling, [[though]].","Cafe Momo has a great atmophere, and the food is [[tasty]].  [[Gastronomy]] pizzas, baked brie, goat cheese [[guacamole]] (!!), [[prodigious]] soup, [[tasty]] desserts--all without [[excuse]].  It's not the place to go if you want [[anything]] filling, [[notwithstanding]].",0.0001574754714965,0.9355759620666504,1,0,1,3225,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Cafe', 'Momo', 'has', 'a', 'great', 'atmophere,', 'and', 'the', 'food', 'is', '[[tasty]].', '[[Gastronomy]]', 'pizzas,', 'baked', 'brie,', 'goat', 'cheese', '[[guacamole]]', '(!!),', '[[prodigious]]', 'soup,', '[[tasty]]', 'desserts--all', 'without', '[[excuse]].', ""It's"", 'not', 'the', 'place', 'to', 'go', 'if', 'you', 'want', '[[anything]]', 'filling,', '[[notwithstanding]].']",5,37,13.513513513513514
[[Warm]] interior with lots of wood paneling. Bar runs the entire width of interior. Didn't stay for food but good selection of wisco [[beers]] I hadn't seen elsewhere. Friends have said the food is tasty. [[Great]] last stop spot on the night,[[Reheat]] interior with lots of wood paneling. Bar runs the entire width of interior. Didn't stay for food but good selection of wisco [[coffins]] I hadn't seen elsewhere. Friends have said the food is tasty. [[Prodigious]] last stop spot on the night,0.0005199313163757,0.992092788219452,1,0,1,1183,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Reheat]]', 'interior', 'with', 'lots', 'of', 'wood', 'paneling.', 'Bar', 'runs', 'the', 'entire', 'width', 'of', 'interior.', ""Didn't"", 'stay', 'for', 'food', 'but', 'good', 'selection', 'of', 'wisco', '[[coffins]]', 'I', ""hadn't"", 'seen', 'elsewhere.', 'Friends', 'have', 'said', 'the', 'food', 'is', 'tasty.', '[[Prodigious]]', 'last', 'stop', 'spot', 'on', 'the', 'night']",3,42,7.142857142857142
Bob's badbreath buger with the garlic potatoes are out of this [[world]]!! [[Also]] [[check]] out their NessAlla Kombucha [[cocktails]] made in [[house]]... wow.,Bob's badbreath buger with the garlic potatoes are out of this [[international]]!! [[Moreover]] [[checked]] out their NessAlla Kombucha [[mojitos]] made in [[housing]]... wow.,0.0001473426818847,0.9864670038223268,1,0,1,1214,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"[""Bob's"", 'badbreath', 'buger', 'with', 'the', 'garlic', 'potatoes', 'are', 'out', 'of', 'this', '[[international]]!!', '[[Moreover]]', '[[checked]]', 'out', 'their', 'NessAlla', 'Kombucha', '[[mojitos]]', 'made', 'in', '[[housing]]...', 'wow.']",3,23,13.043478260869565
"Very very [[noisy]], don't expect to be able to carry on a conversation","Very very [[vocal]], don't expect to be able to carry on a conversation",0.0001544952392578,0.9807464480400084,0,1,0,292,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Very', 'very', '[[vocal]],', ""don't"", 'expect', 'to', 'be', 'able', 'to', 'carry', 'on', 'a', 'conversation']",0,13,0.0
"Scones are [[outrageously]] good. So is the SCC. They have recently been [[experimenting]] with not calling your name\nout, which is a nice change, makes it quieter.","Scones are [[disproportionately]] good. So is the SCC. They have recently been [[experiment]] with not calling your name\nout, which is a nice change, makes it quieter.",0.0001561641693115,0.8071099519729614,1,0,1,906,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Scones', 'are', '[[disproportionately]]', 'good.', 'So', 'is', 'the', 'SCC.', 'They', 'have', 'recently', 'been', '[[experiment]]', 'with', 'not', 'calling', 'your', 'name\\nout,', 'which', 'is', 'a', 'nice', 'change,', 'makes', 'it', 'quieter.']",2,26,7.6923076923076925
Has anodyne coffee from Milwaukee ([[best]] I've ever had in my young life) makes a nice San Francisco BLT (BLT with guac) [[served]] with a side salad. Great place to read a book or [[study]].,Has anodyne coffee from Milwaukee ([[better]] I've ever had in my young life) makes a nice San Francisco BLT (BLT with guac) [[acted]] with a side salad. Great place to read a book or [[investigate]].,0.0002039074897766,0.5115751028060913,1,0,1,566,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Has', 'anodyne', 'coffee', 'from', 'Milwaukee', '([[better]]', ""I've"", 'ever', 'had', 'in', 'my', 'young', 'life)', 'makes', 'a', 'nice', 'San', 'Francisco', 'BLT', '(BLT', 'with', 'guac)', '[[acted]]', 'with', 'a', 'side', 'salad.', 'Great', 'place', 'to', 'read', 'a', 'book', 'or', '[[investigate]].']",1,35,2.857142857142857
"[[Grade]]: D+\n\nJust because a place has been around forever doesn't [[earn]] it a free pass. [[Actually]], it kinda does. Pass this one up.\n\nP.S. The raw sewage stank in the [[bathroom]] was [[conveniently]] ironic here.","[[Grades]]: D+\n\nJust because a place has been around forever doesn't [[earns]] it a free pass. [[Genuinely]], it kinda does. Pass this one up.\n\nP.S. The raw sewage stank in the [[bathhouse]] was [[comfortably]] ironic here.",0.0012618899345397,0.5170760154724121,0,1,0,2537,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Grades]]:', 'D+\\n\\nJust', 'because', 'a', 'place', 'has', 'been', 'around', 'forever', ""doesn't"", '[[earns]]', 'it', 'a', 'free', 'pass.', '[[Genuinely]],', 'it', 'kinda', 'does.', 'Pass', 'this', 'one', 'up.\\n\\nP.S.', 'The', 'raw', 'sewage', 'stank', 'in', 'the', '[[bathhouse]]', 'was', '[[comfortably]]', 'ironic', 'here.']",3,34,8.823529411764707
"Uh, it has a light up [[bar]]. Yeah, that's kind of neat.","Uh, it has a light up [[barrister]]. Yeah, that's kind of neat.",0.0587750673294067,0.99456387758255,0,1,0,298,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Uh,', 'it', 'has', 'a', 'light', 'up', '[[barrister]].', 'Yeah,', ""that's"", 'kind', 'of', 'neat.']",0,12,0.0
"It's great if you are under 30, over 30 [[find]] another locale.\n\nBy the way if you are over 30 in Madison are there any [[options]]?  Yes, there are, [[leave]] and find another larger fabulous city.\n\nMy recommendation is to be [[invisible]] or go somewhere else.","It's great if you are under 30, over 30 [[discovering]] another locale.\n\nBy the way if you are over 30 in Madison are there any [[surrogates]]?  Yes, there are, [[licenses]] and find another larger fabulous city.\n\nMy recommendation is to be [[unnoticed]] or go somewhere else.",0.0002272725105285,0.9135323762893676,0,1,0,1123,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"[""It's"", 'great', 'if', 'you', 'are', 'under', '30,', 'over', '30', '[[discovering]]', 'another', 'locale.\\n\\nBy', 'the', 'way', 'if', 'you', 'are', 'over', '30', 'in', 'Madison', 'are', 'there', 'any', '[[surrogates]]?', 'Yes,', 'there', 'are,', '[[licenses]]', 'and', 'find', 'another', 'larger', 'fabulous', 'city.\\n\\nMy', 'recommendation', 'is', 'to', 'be', '[[unnoticed]]', 'or', 'go', 'somewhere', 'else.']",3,44,6.8181818181818175
"[[Hmm]], wasn't quite a fan.  [[Perhaps]] it was the fact that my Reuben omelette was not [[altogether]] tasty and neither was my boyfriend's corned beef.  Still, I appreciate the ginormous portions and the cute setting.","[[Mmm]], wasn't quite a fan.  [[Potentially]] it was the fact that my Reuben omelette was not [[entirely]] tasty and neither was my boyfriend's corned beef.  Still, I appreciate the ginormous portions and the cute setting.",0.0006197690963745,0.9146336913108826,0,1,0,875,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Mmm]],', ""wasn't"", 'quite', 'a', 'fan.', '[[Potentially]]', 'it', 'was', 'the', 'fact', 'that', 'my', 'Reuben', 'omelette', 'was', 'not', '[[entirely]]', 'tasty', 'and', 'neither', 'was', 'my', ""boyfriend's"", 'corned', 'beef.', 'Still,', 'I', 'appreciate', 'the', 'ginormous', 'portions', 'and', 'the', 'cute', 'setting.']",2,35,5.714285714285714
"I [[always]] go for the scrambler,[[milk]] [[shakes]], and coffee for Sunday [[brunch]].  Really [[cozy]] [[diner]] which is [[unique]] to Madison.","I [[continually]] go for the scrambler,[[dairy]] [[shaking]], and coffee for Sunday [[dinner]].  Really [[cosy]] [[cafeteria]] which is [[exclusive]] to Madison.",0.0001510381698608,0.9335336089134216,1,0,1,1986,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['I', '[[continually]]', 'go', 'for', 'the', 'scrambler,[[dairy]]', '[[shaking]],', 'and', 'coffee', 'for', 'Sunday', '[[dinner]].', 'Really', '[[cosy]]', '[[cafeteria]]', 'which', 'is', '[[exclusive]]', 'to', 'Madison.']",4,20,20.0
"Love this [[place]]! Unfortunately my pancakes are [[sometimes]] undercooked, but [[otherwise]] everything else is really [[good]] and service is [[surprisingly]] [[fast]] considering how busy they are.","Love this [[mise]]! Unfortunately my pancakes are [[often]] undercooked, but [[moreover]] everything else is really [[alright]] and service is [[strikingly]] [[quick]] considering how busy they are.",0.0001453161239624,0.8967478275299072,1,0,1,1814,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Love', 'this', '[[mise]]!', 'Unfortunately', 'my', 'pancakes', 'are', '[[often]]', 'undercooked,', 'but', '[[moreover]]', 'everything', 'else', 'is', 'really', '[[alright]]', 'and', 'service', 'is', '[[strikingly]]', '[[quick]]', 'considering', 'how', 'busy', 'they', 'are.']",5,26,19.230769230769234
"[[Crowded]] and lots of [[tools]]. Sticky table tops, lame [[music]]. Boooo.","[[Cluttered]] and lots of [[tool]]. Sticky table tops, lame [[musica]]. Boooo.",0.0001547336578369,0.9911301732063292,0,1,0,761,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Cluttered]]', 'and', 'lots', 'of', '[[tool]].', 'Sticky', 'table', 'tops,', 'lame', '[[musica]].', 'Boooo.']",1,11,9.090909090909092
The [[property]] is not [[maintained]] [[well]].  The bathrooms are [[completely]] [[gross]].  Three separate companies have operated the [[theater]] in the [[last]] six years  so I guess they have to cut [[costs]].  Service is what you [[would]] expect for a [[theater]]...  At least they have Red Vines.,The [[monarchy]] is not [[kept]] [[good]].  The bathrooms are [[fully]] [[flagrant]].  Three separate companies have operated the [[theatres]] in the [[final]] six years  so I guess they have to cut [[expense]].  Service is what you [[should]] expect for a [[drama]]...  At least they have Red Vines.,0.0001605749130249,0.8900438547134399,0,1,0,3902,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['The', '[[monarchy]]', 'is', 'not', '[[kept]]', '[[good]].', 'The', 'bathrooms', 'are', '[[fully]]', '[[flagrant]].', 'Three', 'separate', 'companies', 'have', 'operated', 'the', '[[theatres]]', 'in', 'the', '[[final]]', 'six', 'years', 'so', 'I', 'guess', 'they', 'have', 'to', 'cut', '[[expense]].', 'Service', 'is', 'what', 'you', '[[should]]', 'expect', 'for', 'a', '[[drama]]...', 'At', 'least', 'they', 'have', 'Red', 'Vines.']",6,46,13.043478260869565
[[Love]] this place.  Great martini and burger [[place]]. [[Get]] a mix of olive [[types]] with the 'tini. [[Blue]] cheese rocks.,[[Adored]] this place.  Great martini and burger [[placing]]. [[Obtaining]] a mix of olive [[genus]] with the 'tini. [[Bleu]] cheese rocks.,0.0001506805419921,0.7812789678573608,1,0,1,1779,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Adored]]', 'this', 'place.', 'Great', 'martini', 'and', 'burger', '[[placing]].', '[[Obtaining]]', 'a', 'mix', 'of', 'olive', '[[genus]]', 'with', 'the', ""'tini."", '[[Bleu]]', 'cheese', 'rocks.']",4,20,20.0
Dirty [[martinis]] with blue cheese olives!!!!!!!!! YUM,Dirty [[mojitos]] with blue cheese olives!!!!!!!!! YUM,0.000792920589447,0.9998366236686708,1,0,1,377,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Dirty', '[[mojitos]]', 'with', 'blue', 'cheese', 'olives!!!!!!!!!', 'YUM']",1,7,14.285714285714285
Two words: [[cookie]] pizza...  That's all you need to know.,Two words: [[cannoli]] pizza...  That's all you need to know.,0.0001593828201293,0.778393566608429,1,0,1,319,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Two', 'words:', '[[cannoli]]', 'pizza...', ""That's"", 'all', 'you', 'need', 'to', 'know.']",1,10,10.0
[[Awesome]] [[food]]. [[Awesome]] service. [[Great]] [[Price]]. Scottsdale treasure!,[[Splendid]] [[dietary]]. [[Marvellous]] service. [[Grand]] [[Costing]]. Scottsdale treasure!,0.0001890063285827,0.6642230749130249,1,0,1,1230,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Splendid]]', '[[dietary]].', '[[Marvellous]]', 'service.', '[[Grand]]', '[[Costing]].', 'Scottsdale', 'treasure!']",3,8,37.5
Well...take the kids...they will love the atmosphere. Do not go [[expecting]] any more than 2 star [[food]]..it really is not [[good]] [[food]] at all. The atmosphere is the only [[attraction]]..period.,Well...take the kids...they will love the atmosphere. Do not go [[waits]] any more than 2 star [[diet]]..it really is not [[nice]] [[eating]] at all. The atmosphere is the only [[seduction]]..period.,0.0002700686454772,0.9681557416915894,0,1,0,1346,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Well...take', 'the', 'kids...they', 'will', 'love', 'the', 'atmosphere.', 'Do', 'not', 'go', '[[waits]]', 'any', 'more', 'than', '2', 'star', '[[diet]]..it', 'really', 'is', 'not', '[[nice]]', '[[eating]]', 'at', 'all.', 'The', 'atmosphere', 'is', 'the', 'only', '[[seduction]]..period.']",3,30,10.0
Not very [[clean]] and rooms [[smell]] funny. Not geared for [[thwarting]] younger crowd.,Not very [[cleaner]] and rooms [[aroma]] funny. Not geared for [[aborted]] younger crowd.,0.0001496076583862,0.8306204676628113,0,1,0,665,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Not', 'very', '[[cleaner]]', 'and', 'rooms', '[[aroma]]', 'funny.', 'Not', 'geared', 'for', '[[aborted]]', 'younger', 'crowd.']",3,13,23.076923076923077
[[Garbage]] [[rooms]]. [[Least]] [[comfortable]] hotel beds I've ever experienced. Ended up sleeping on the floor on a couch [[cushion]] [[instead]].,[[Litter]] [[room]]. [[Less]] [[cozy]] hotel beds I've ever experienced. Ended up sleeping on the floor on a couch [[pillow]] [[alternately]].,0.000151515007019,0.9940816164016724,0,1,0,4730,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['[[Litter]]', '[[room]].', '[[Less]]', '[[cozy]]', 'hotel', 'beds', ""I've"", 'ever', 'experienced.', 'Ended', 'up', 'sleeping', 'on', 'the', 'floor', 'on', 'a', 'couch', '[[pillow]]', '[[alternately]].']",4,20,20.0
"I won here while visiting my brother! I've never won this much before! If I'm ever in this casino again, I'm so playing this machine. Parking was [[easy]] and cocktail waitresses are [[fast]] and friendly. Wouldn't [[mind]] coming here again.","I won here while visiting my brother! I've never won this much before! If I'm ever in this casino again, I'm so playing this machine. Parking was [[effortless]] and cocktail waitresses are [[quick]] and friendly. Wouldn't [[intelligence]] coming here again.",0.0001461505889892,0.9846227765083312,1,0,1,587,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['I', 'won', 'here', 'while', 'visiting', 'my', 'brother!', ""I've"", 'never', 'won', 'this', 'much', 'before!', 'If', ""I'm"", 'ever', 'in', 'this', 'casino', 'again,', ""I'm"", 'so', 'playing', 'this', 'machine.', 'Parking', 'was', '[[effortless]]', 'and', 'cocktail', 'waitresses', 'are', '[[quick]]', 'and', 'friendly.', ""Wouldn't"", '[[intelligence]]', 'coming', 'here', 'again.']",3,40,7.5
"I prefer the off-strip younger resorts.  I typically choose to stay at Hard Rock, Rio, or Palms.  They are a bit more hip, not crowded with hover-rounds, and offer kick-ass [[pools]].  The room was updated and nice.  The dealers were friendly, and the on-site food was ok.","I prefer the off-strip younger resorts.  I typically choose to stay at Hard Rock, Rio, or Palms.  They are a bit more hip, not crowded with hover-rounds, and offer kick-ass [[basins]].  The room was updated and nice.  The dealers were friendly, and the on-site food was ok.",0.4905729293823242,0.9236944317817688,1,0,1,459,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['I', 'prefer', 'the', 'off-strip', 'younger', 'resorts.', 'I', 'typically', 'choose', 'to', 'stay', 'at', 'Hard', 'Rock,', 'Rio,', 'or', 'Palms.', 'They', 'are', 'a', 'bit', 'more', 'hip,', 'not', 'crowded', 'with', 'hover-rounds,', 'and', 'offer', 'kick-ass', '[[basins]].', 'The', 'room', 'was', 'updated', 'and', 'nice.', 'The', 'dealers', 'were', 'friendly,', 'and', 'the', 'on-site', 'food', 'was', 'ok.']",0,47,0.0
"The new owners have [[raised]] the price of the buffet taking away what was once one of the best deals in Las Vegas.\nThey now [[require]] 1,000 points to get a players club discount which they did not do before so they have effectively raised the price. [[Goodbye]] Palm Buffet.","The new owners have [[hiked]] the price of the buffet taking away what was once one of the best deals in Las Vegas.\nThey now [[requisite]] 1,000 points to get a players club discount which they did not do before so they have effectively raised the price. [[Adieu]] Palm Buffet.",0.0003658533096313,0.8444591164588928,0,1,0,1081,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['The', 'new', 'owners', 'have', '[[hiked]]', 'the', 'price', 'of', 'the', 'buffet', 'taking', 'away', 'what', 'was', 'once', 'one', 'of', 'the', 'best', 'deals', 'in', 'Las', 'Vegas.\\nThey', 'now', '[[requisite]]', '1,000', 'points', 'to', 'get', 'a', 'players', 'club', 'discount', 'which', 'they', 'did', 'not', 'do', 'before', 'so', 'they', 'have', 'effectively', 'raised', 'the', 'price.', '[[Adieu]]', 'Palm', 'Buffet.']",3,49,6.122448979591836
Friday all you can eat seafood at their buffet with [[unlimited]] drinks--.. don't miss out,Friday all you can eat seafood at their buffet with [[unfettered]] drinks--.. don't miss out,0.0001529455184936,0.8920181393623352,1,0,1,365,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Friday', 'all', 'you', 'can', 'eat', 'seafood', 'at', 'their', 'buffet', 'with', '[[unfettered]]', 'drinks--..', ""don't"", 'miss', 'out']",1,15,6.666666666666667
"Went to the Bellagio buffet. It used to be [[great]], but expensive. [[Now]] they've cheapened it down - serving [[average]] [[items]] [[prepared]] in a mediocre [[manner]] - and it's [[still]] [[expensive]]. [[Run]] away! Better meals are available all over town at cheaper prices.","Went to the Bellagio buffet. It used to be [[terrific]], but expensive. [[Nowadays]] they've cheapened it down - serving [[averages]] [[themes]] [[ready]] in a mediocre [[ways]] - and it's [[nevertheless]] [[cherished]]. [[Running]] away! Better meals are available all over town at cheaper prices.",0.0001837611198425,0.9881327152252196,0,1,0,2159,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['Went', 'to', 'the', 'Bellagio', 'buffet.', 'It', 'used', 'to', 'be', '[[terrific]],', 'but', 'expensive.', '[[Nowadays]]', ""they've"", 'cheapened', 'it', 'down', '-', 'serving', '[[averages]]', '[[themes]]', '[[ready]]', 'in', 'a', 'mediocre', '[[ways]]', '-', 'and', ""it's"", '[[nevertheless]]', '[[cherished]].', '[[Running]]', 'away!', 'Better', 'meals', 'are', 'available', 'all', 'over', 'town', 'at', 'cheaper', 'prices.']",7,43,16.27906976744186
The fountain show is a [[MUST]]! [[Absolutely]] [[awesome]]! [[Hotel]] is over the [[top]].,The fountain show is a [[OWES]]! [[Completely]] [[marvellous]]! [[Motel]] is over the [[upper]].,0.000146746635437,0.8260675668716431,1,0,1,1757,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['The', 'fountain', 'show', 'is', 'a', '[[OWES]]!', '[[Completely]]', '[[marvellous]]!', '[[Motel]]', 'is', 'over', 'the', '[[upper]].']",2,13,15.384615384615385
"This [[really]] deserves a 3.5/5 [[stars]]. The room was the largest I have stayed in, with a [[separate]] suite, but the [[view]] was poor and it was [[loud]] due to the roller coaster. The casino itself is [[great]]. Would [[recommend]] this to friends.","This [[actually]] deserves a 3.5/5 [[celebrities]]. The room was the largest I have stayed in, with a [[distinct]] suite, but the [[opinion]] was poor and it was [[loudly]] due to the roller coaster. The casino itself is [[prodigious]]. Would [[proposed]] this to friends.",0.0001492500305175,0.6615413427352905,1,0,1,2206,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['This', '[[actually]]', 'deserves', 'a', '3.5/5', '[[celebrities]].', 'The', 'room', 'was', 'the', 'largest', 'I', 'have', 'stayed', 'in,', 'with', 'a', '[[distinct]]', 'suite,', 'but', 'the', '[[opinion]]', 'was', 'poor', 'and', 'it', 'was', '[[loudly]]', 'due', 'to', 'the', 'roller', 'coaster.', 'The', 'casino', 'itself', 'is', '[[prodigious]].', 'Would', '[[proposed]]', 'this', 'to', 'friends.']",5,43,11.627906976744185
One of mine and my wifes [[favorite]] [[places]] on the [[strip]]. [[Many]] [[games]] and places to eat inside many good shows going on all the [[time]] fun [[place]].,One of mine and my wifes [[preferred]] [[venue]] on the [[strapping]]. [[Much]] [[gaming]] and places to eat inside many good shows going on all the [[times]] fun [[mise]].,0.0001463890075683,0.9371912479400636,1,0,1,2334,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['One', 'of', 'mine', 'and', 'my', 'wifes', '[[preferred]]', '[[venue]]', 'on', 'the', '[[strapping]].', '[[Much]]', '[[gaming]]', 'and', 'places', 'to', 'eat', 'inside', 'many', 'good', 'shows', 'going', 'on', 'all', 'the', '[[times]]', 'fun', '[[mise]].']",5,28,17.857142857142858
The [[hotel]] rooms are [[big]] like where you can have a small [[party]] in the room. The beds are soft and [[comfy]]. Casino is [[cool]]. A good variety of [[restaurants]]. I [[enjoyed]] staying there.,The [[motel]] rooms are [[large]] like where you can have a small [[portion]] in the room. The beds are soft and [[cosy]]. Casino is [[fraiche]]. A good variety of [[catering]]. I [[liked]] staying there.,0.0001496076583862,0.8732988834381104,1,0,1,1682,Successful,FasterGeneticAlgorithmJia2019,yelp_polarity_adv/batch2,"['The', '[[motel]]', 'rooms', 'are', '[[large]]', 'like', 'where', 'you', 'can', 'have', 'a', 'small', '[[portion]]', 'in', 'the', 'room.', 'The', 'beds', 'are', 'soft', 'and', '[[cosy]].', 'Casino', 'is', '[[fraiche]].', 'A', 'good', 'variety', 'of', '[[catering]].', 'I', '[[liked]]', 'staying', 'there.']",4,34,11.76470588235294
